drink_name,ingredient,measurement,unit
The Winteried Penicillin,"(6"") piece fresh ginger, unpeeled, thinly sliced",1.0,
The Winteried Penicillin,honey,0.75,cup
The Winteried Penicillin,blended scotch,2.0,ounces
The Winteried Penicillin,fresh grapefruit juice,1.0,ounce
The Winteried Penicillin,single malt scotch (such as Laphroaig),0.5,ounce
Paper Plane Cocktail,amaro (preferably Nonino),5.5,ounces
Paper Plane Cocktail,Aperol,5.5,ounces
Paper Plane Cocktail,bourbon,5.5,ounces
Paper Plane Cocktail,"fresh lemon juice, strained",5.5,ounces
The MapleGinger Hot Toddy,bags ginger tea,2.0,
The MapleGinger Hot Toddy,maple-flavored bourbon (such as Knob Creek Smoked Maple),5.5,ounces
The MapleGinger Hot Toddy,fresh lemon juice,1.0,tablespoon plus 1 teaspoon
The MapleGinger Hot Toddy,maple syrup,1.0,teaspoon
The MapleGinger Hot Toddy,Lemon peel (for garnish),N/A,N/A
Cranberry Daiquiri,sugar,5.5,cup
Cranberry Daiquiri,water,5.5,cup
Cranberry Daiquiri,cranberries,2.0,cups
Cranberry Daiquiri,simple syrup,2.0,cups
Cranberry Daiquiri,wide strips orange zest,4.0,
Cranberry Daiquiri,cinnamon sticks,2.0,
Cranberry Daiquiri,cranberries,0.5,cup
Cranberry Daiquiri,simple syrup,0.5,cup
Cranberry Daiquiri,wide strips orange zest,2.0,
Cranberry Daiquiri,cinnamon stick,1.0,
Cranberry Daiquiri,Goslings rum,2.0,ounces
Cranberry Daiquiri,freshly squeezed lime juice,1.0,ounce
Cranberry Daiquiri,cranberry syrup,1.0,ounce
Crush Royale Cocktail,vodka,1.0,ounce
Crush Royale Cocktail,applejack,1.0,ounce
Crush Royale Cocktail,fresh lemon juice,1.0,ounce
Crush Royale Cocktail,cranberry sauce,1.0,tablespoon
Crush Royale Cocktail,simple syrup,0.5,ounce
Crush Royale Cocktail,"sparkling white wine, chilled",2.0,ounces
Blue Smoke Bloody Mary,quarts low-sodium tomato juice,2.0,
Blue Smoke Bloody Mary,fresh lemon juice,0.5,cup
Blue Smoke Bloody Mary,pickled okra brine,0.5,cup
Blue Smoke Bloody Mary,Spanish olive brine,0.5,cup
Blue Smoke Bloody Mary,prepared horseradish,0.3333333333333333,cup plus 1 tablespoon
Blue Smoke Bloody Mary,soy sauce,0.3333333333333333,cup
Blue Smoke Bloody Mary,celery seeds,2.0,tablespoons
Blue Smoke Bloody Mary,Worcestershire sauce,2.0,tablespoons
Blue Smoke Bloody Mary,Tabasco Chipotle sauce,1.0,tablespoon plus 1 teaspoon
Blue Smoke Bloody Mary,freshly ground black pepper,2.0,teaspoons
Blue Smoke Bloody Mary,Zatarain's powdered crab boil,0.5,teaspoon
Blue Smoke Bloody Mary,vodka (preferably Tito's),4.0,cups
Blue Smoke Bloody Mary,"Pickled green beans, pickled okra, and celery stalks (for garnish)",N/A,N/A
The Fall Sprit,"chilled hard apple cider, preferably semi-dry",6.0,ounces
The Fall Sprit,cognac,2.0,ounces
The Fall Sprit,) strip orange zest,1.0,(3 x 1/2-inch
The Fall Sprit,matches,N/A,N/A
Backwoods Bourbon Punch,bourbon,6.0,ounces
Backwoods Bourbon Punch,fresh grapefruit juice,3.0,ounces
Backwoods Bourbon Punch,sweet vermouth,2.0,ounces
Backwoods Bourbon Punch,grenadine,3.6666666666666665,ounces
Backwoods Bourbon Punch,Lemon twists (for serving),N/A,N/A
Backwoods Bourbon Punch,Maraschino cherries (for serving),N/A,N/A
Tequila Highball,elderflower cordial or syrup,1.0,teaspoon
Tequila Highball,añejo tequila,5.5,ounces
Tequila Highball,lemon,1.0,
Tequila Highball,Club soda (for serving),N/A,N/A
Negroni,sweet vermouth,5.5,ounces
Negroni,Campari,5.5,ounces
Negroni,gin,5.5,ounces
Negroni,or 3 ice cubes,2.0,
Negroni,Twist lemon peel,N/A,N/A
Saerac,cube sugar,1.0,
Saerac,cold water,1.0,teaspoon
Saerac,rye whiskey,2.0,ounces
Saerac,Dash Pernod,N/A,N/A
Saerac,Dash Peychaud's bitters,N/A,N/A
Saerac,or 4 ice cubes,3.0,
Saerac,Twist lemon peel,N/A,N/A
Vesper,) Lillet Blanc,1.0,tablespoon (1/2 ounce
Vesper,) vodka,2.0,tablespoons (1 ounce
Vesper,) gin,6.0,tablespoons (3 ounces
Vesper,ice,1.0,cup
Vesper,-thick) strip lemon peel,1.0,(3/4-inch
Manhattan,rye or bourbon whiskey,2.0,ounces
Manhattan,sweet vermouth,1.0,ounce
Manhattan,Angostura or orange bitters,2.0,dashes
Manhattan,Maraschino cherry for garnish,N/A,N/A
The Ruby Diamond,gin,5.5,ounces
The Ruby Diamond,mezcal,5.5,ounces
The Ruby Diamond,Cappelletti,0.75,ounce
The Ruby Diamond,fresh lemon juice,0.75,ounce
The Ruby Diamond,fresh orange juice,0.25,ounce
Golden Sunset,"pounds yellow or Sun Gold tomatoes, quartered, halved if small",4.0,
Golden Sunset,kosher salt,1.0,tablespoon plus 1 teaspoon
Golden Sunset,dill pickle juice,1.0,cup
Golden Sunset,fresh lemon juice,0.25,cup
Golden Sunset,finely grated fresh horseradish or prepared horseradish,1.0,tablespoon
Golden Sunset,Worcestershire sauce,2.0,teaspoons
Golden Sunset,freshly ground black pepper,1.0,teaspoon
Golden Sunset,Old Bay seasoning,0.5,teaspoon
Golden Sunset,Tabasco sauce,3.0,dashes
Golden Sunset,vodka,8.0,ounces
Golden Sunset,Sun Gold tomatoes,1.0,pint
Golden Sunset,small celery stalks with leaves,8.0,
Golden Sunset,Tabasco sauce (for serving),N/A,N/A
RosemaryConcord Shrub,Concord grapes,1.0,cup
RosemaryConcord Shrub,sugar,0.3333333333333333,cup
RosemaryConcord Shrub,rosemary leaves,4.0,
RosemaryConcord Shrub,vodka,2.0,ounces
RosemaryConcord Shrub,grape syrup,1.0,ounce
RosemaryConcord Shrub,apple cider vinegar,0.5,ounce
RosemaryConcord Shrub,club soda,2.0,–3 ounces
Lifes A Peach Cocktail,),3.0,cups frozen sliced peaches (about 14 ounces
Lifes A Peach Cocktail,ice,2.0,cups
Lifes A Peach Cocktail,whiskey,6.0,ounces
Lifes A Peach Cocktail,honey,2.0,ounces
Lifes A Peach Cocktail,fresh lemon juice,1.0,ounce
Lifes A Peach Cocktail,fresh lime juice,1.0,ounce
Lifes A Peach Cocktail,ground cardamom,0.125,teaspoon
Cassis Sprit,dry Prosecco or other sparkling white wine,4.0,ounces
Cassis Sprit,crème de cassis (blackcurrant liqueur),1.0,ounce
Cassis Sprit,Club soda,N/A,N/A
Cassis Sprit,Blackberries,N/A,N/A
Cointreau Sprit,dry Prosecco or other sparkling white wine,4.0,ounces
Cointreau Sprit,strained fresh orange juice,2.0,ounces
Cointreau Sprit,Cointreau,0.5,ounce
Cointreau Sprit,Club soda,N/A,N/A
Cointreau Sprit,Orange wheel,N/A,N/A
StGermain Sprit,dry Prosecco or other sparkling white wine,4.0,ounces
StGermain Sprit,St-Germain (elderflower liqueur),5.5,ounces
StGermain Sprit,Club soda,N/A,N/A
StGermain Sprit,Fresh lavender,N/A,N/A
Sloe Gin Sprit,dry Prosecco or other sparkling white wine,4.0,ounces
Sloe Gin Sprit,sloe gin,1.0,ounce
Sloe Gin Sprit,Club soda,N/A,N/A
Sloe Gin Sprit,Blueberries and a sprig of mint,N/A,N/A
Cocchi Sprit,dry Prosecco or other sparkling white wine,4.0,ounces
Cocchi Sprit,Cocchi Americano Rosa,2.0,ounces
Cocchi Sprit,Club soda,N/A,N/A
Cocchi Sprit,Orange wheel,N/A,N/A
Sbagliato,dry Prosecco or other sparkling white wine,4.0,ounces
Sbagliato,sweet vermouth,1.0,ounce
Sbagliato,Campari,0.5,ounce
Sbagliato,Club soda,N/A,N/A
Sbagliato,Lime wheel,N/A,N/A
Rum Swile,rum,8.0,ounces Jamaican
Rum Swile,fresh lime juice,4.0,ounces
Rum Swile,simple syrup,2.0,ounces
Rum Swile,A dash of Angostura bitters,N/A,N/A
Rum Swile,"Freshly grated nutmeg, and a sprig of mint",N/A,N/A
Seaside Cocktail,"(1 1/2"") piece peeled cucumber",1.0,
Seaside Cocktail,fino Sherry,2.0,ounces
Seaside Cocktail,fresh lime juice,0.75,ounce
Seaside Cocktail,dill pickle juice,0.5,ounce
Seaside Cocktail,simple syrup,0.5,ounce
Summer Fruit Shrub Cocktail,sugar,0.75,cup
Summer Fruit Shrub Cocktail,water,0.5,cup
Summer Fruit Shrub Cocktail,"pounds ripe fruit (such as peaches, strawberries, plums, or pineapple) cut into medium pieces",5.5,
Summer Fruit Shrub Cocktail,distilled white vinegar,3.0,tablespoons
Summer Fruit Shrub Cocktail,spirit of choice,5.5,ounces
Summer Fruit Shrub Cocktail,lemon juice,0.5,ounce
Berry Dangerous Fix Cocktail,"ripe strawberries, divided",2.0,
Berry Dangerous Fix Cocktail,aquavit (such as Krogstad),5.5,ounces
Berry Dangerous Fix Cocktail,fresh lemon juice,0.75,ounce
Berry Dangerous Fix Cocktail,Simple Syrup,0.75,ounce
Berry Dangerous Fix Cocktail,Campari,0.25,ounce
Berry Dangerous Fix Cocktail,drops orange-blossom water,4.0,
Wild Heart Cocktail,Aperol,2.75,ounces
Wild Heart Cocktail,vermouth (such as Dolin Blanc),2.75,ounces
Wild Heart Cocktail,fresh lemon juice,0.75,ounce
Wild Heart Cocktail,Angostura bitters,2.0,dashes
Wild Heart Cocktail,Bitter lemon soda (such as San Pellegrino Limonata or Fever-Tree Bitter Lemon),N/A,N/A
Wild Heart Cocktail,orange wheel,0.5,
The Cherry Bomb,"fresh sweet cherries, halved, pitted",4.0,
The Cherry Bomb,of a lemon,0.25,
The Cherry Bomb,of a lime,0.25,
The Cherry Bomb,–6 fresh mint leaves,5.0,
The Cherry Bomb,simple syrup,0.5,ounce
The Cherry Bomb,Angostura bitters,1.0,dash
The Cherry Bomb,dark rum,2.0,ounces
The Cherry Bomb,Mint sprigs (for garnish),N/A,N/A
Kumbaya Cocktail,mezcal,3.0,ounces
Kumbaya Cocktail,Amaro Montenegro,2.0,ounces
Kumbaya Cocktail,triple sec,1.0,ounce
Kumbaya Cocktail,flask,8.0,-ounce
Goodnight Irene Cocktail,"Islay scotch (such as Laphroaig, Caol Ila, or Ardbeg)",4.0,ounces
Goodnight Irene Cocktail,simple syrup,0.5,ounce
Goodnight Irene Cocktail,Angostura bitters,4.0,dashes
Goodnight Irene Cocktail,orange bitters,2.0,dashes
Goodnight Irene Cocktail,flask,8.0,-ounce
Tom Collins Bar,chilled gin,2.75,cups
Tom Collins Bar,chilled fresh lemon juice,1.0,cup
Tom Collins Bar,sugar,0.5,cup
Tom Collins Bar,"lemons, cut into wedges",2.0,
Tom Collins Bar,"mango, cut into 1/2"" wedges",1.0,
Tom Collins Bar,"English hothouse cucumber, thinly sliced",0.5,
Tom Collins Bar,sprigs mint,6.0,
Tom Collins Bar,"(4"" piece) ginger, peeled, thinly sliced",1.0,
Tom Collins Bar,fresh raspberries,1.0,cup
Tom Collins Bar,"fresh strawberries, hulled, quartered",1.0,cup
Tom Collins Bar,Club soda (for serving),N/A,N/A
The Mos,"strawberries, hulled, sliced",2.0,
The Mos,sugar,1.0,teaspoon
The Mos,tequila blanco,2.0,ounces
The Mos,fresh lemon juice,1.0,ounce
The Mos,dry rosé,0.75,ounce
Green Tea And Ginger Beer Float,scoops green tea ice cream,3.0,
Green Tea And Ginger Beer Float,Ginger beer,N/A,N/A
Green Tea And Ginger Beer Float,Irish whiskey (optional),1.0,ounce
Green Tea And Ginger Beer Float,Mint sprig (for serving),N/A,N/A
Coconut And Cream Float,scoops coconut ice cream,3.0,
Coconut And Cream Float,Cream soda,N/A,N/A
Coconut And Cream Float,rum (optional),1.0,ounce
Coconut And Cream Float,Chocolate syrup (for serving),N/A,N/A
Vanilla Float with Bitters and Cherries,scoops vanilla ice cream,3.0,
Vanilla Float with Bitters and Cherries,Seltzer,N/A,N/A
Vanilla Float with Bitters and Cherries,Angostura bitters,1.0,tablespoon
Vanilla Float with Bitters and Cherries,cherry brandy or kirsch (optional),1.0,ounce
Vanilla Float with Bitters and Cherries,Luxardo maraschino cherries (for serving),N/A,N/A
Peach and Fiy Grapefruit Float,scoops peach ice cream,3.0,
Peach and Fiy Grapefruit Float,Grapefruit soda,N/A,N/A
Peach and Fiy Grapefruit Float,Campari (optional),1.0,ounce
Peach and Fiy Grapefruit Float,Tarragon or lemon verbena sprig (for serving),N/A,N/A
The Husker Dew,agave nectar,1.0,cup
The Husker Dew,dried coffee cherry husks,2.0,ounces
The Husker Dew,blanco tequila,2.0,ounces
The Husker Dew,fresh lime juice,0.75,ounce
The Husker Dew,fresh pomegranate juice,0.5,ounce
The Husker Dew,Angostura bitters,3.0,–4 dashes
The Husker Dew,Ginger beer (such as Gosling's),N/A,N/A
The Husker Dew,Lime wheels (for serving),N/A,N/A
Green Goddess Cocktail,vodka,8.0,ounces
Green Goddess Cocktail,or 1 bag green tea,1.0,teaspoon
Green Goddess Cocktail,sugar,0.5,cup
Green Goddess Cocktail,(packed) baby arugula,2.0,cups
Green Goddess Cocktail,English hothouse cucumber,1.0,
Green Goddess Cocktail,"jalapeño, quartered, seeded",1.0,
Green Goddess Cocktail,fresh lemon juice,4.0,ounces
Green Goddess Cocktail,Mint sprigs (for serving),N/A,N/A
The Green Vesper,sugar,0.5,cup
The Green Vesper,arugula,3.0,cups
The Green Vesper,gin,5.5,ounces
The Green Vesper,vodka,0.5,ounce
The Green Vesper,fresh lemon juice,0.75,ounce
The Green Vesper,Pinch of salt,N/A,N/A
Derby Mint Julep,mint sprigs (1 bunch),15.0,
Derby Mint Julep,raw sugar,1.0,cup
Derby Mint Julep,"large fresh mint leaves, plus 3 mint sprigs for garnish",3.0,
Derby Mint Julep,"crushed ice, divided",2.0,cups
Derby Mint Julep,"100-proof bourbon (such as Four Roses), divided",5.5,ounces
Derby Mint Julep,,12.0,-ounce julep cup
The Shrubarb Cocktail,),2.0,"pounds rhubarb, cut into 1/4"" pieces (about 6 cups"
The Shrubarb Cocktail,),7.0,-inch
The Shrubarb Cocktail,apple cider vinegar,0.75,cup
The Shrubarb Cocktail,sugar,2.75,cups
The Shrubarb Cocktail,gin,2.0,ounces
The Shrubarb Cocktail,fresh lime juice,0.5,ounce
The Shrubarb Cocktail,Club soda (for serving),N/A,N/A
Classic Martini,gin,0.75,cup
Classic Martini,dry vermouth,2.0,teaspoons
Classic Martini,"Green olives, with pimiento",N/A,N/A
The Spring Forward,vodka,750.0,ml
The Spring Forward,large rosemary sprigs,2.0,
The Spring Forward,rosemary-infused vodka,5.5,ounces
The Spring Forward,simple syrup,0.5,ounce
The Spring Forward,fresh ruby red grapefruit juice,0.5,ounce
The Spring Forward,fresh lemon juice,0.5,ounce
The Spring Forward,"Rosemary sprig, for serving",N/A,N/A
Especiado Cocktail,dried hibiscus flowers,2.0,cups
Especiado Cocktail,(packed) light brown sugar,1.0,cup
Especiado Cocktail,sprigs rosemary,4.0,
Especiado Cocktail,whole cloves,8.0,
Especiado Cocktail,allspice berries,6.0,
Especiado Cocktail,"cinnamon sticks, plus more for serving",2.0,
Especiado Cocktail,"star anise pods, plus more for serving",3.0,
Especiado Cocktail,tequila or mezcal,12.0,ounces
Especiado Cocktail,"lemon slices, halved",8.0,
The Jimmie Roosevelt,sugar cube soaked with Angostura bitters,1.0,
The Jimmie Roosevelt,handful of cracked ice cubes,1.0,
The Jimmie Roosevelt,Cognac,2.0,ounces
The Jimmie Roosevelt,Champagne,2.0,ounces
The Jimmie Roosevelt,Chartreuse liqueur,0.25,ounce
Charred RosemaryInfused Vodka,"large rosemary sprig, charred",1.0,
Charred RosemaryInfused Vodka,),1750.0,ml bottle vodka (reserve bottle
White Noise Sprit,Cocchi Americano Bianco,5.5,ounces
White Noise Sprit,"elderflower liqueur, such as St-Germain",1.0,ounce
White Noise Sprit,club soda,2.0,ounces
White Noise Sprit,grapefruit twist,1.0,
Bobby Burns,Scotch whiskey,1.0,ounce
Bobby Burns,sweet vermouth,0.5,ounce
Bobby Burns,dry vermouth,0.5,ounce
Bobby Burns,Dash Benedictine,N/A,N/A
Bobby Burns,or 4 ice cubes,3.0,
Sweet Amigos,"orange wheel, halved",1.0,
Sweet Amigos,dark sweet cherries (1 pitted),2.0,
Sweet Amigos,Casamigos Reposado tequila,2.0,oz
Sweet Amigos,agave nectar,0.25,oz
Sweet Amigos,pinch of cinnamon,N/A,N/A
Conference,rittenhouse 100 rye,0.5,ounce
Conference,buffalo trace bourbon,0.5,ounce
Conference,calvados,0.5,ounce
Conference,hine h cognac,0.5,ounce
Conference,demerara syrup,1.0,teaspoon
Conference,angostura bitters,2.0,dashes
Conference,bittermens xocolatl mole bitters,1.0,dash
Conference,lemon twist,1.0,
Conference,orange twist,1.0,
Gin  Tonic,gin (preferably Tanqueray),2.0,ounces
Gin  Tonic,to 3 lime wedges,1.0,
Gin  Tonic,tonic water,3.0,to 4 ounces
OrangeCardamom Spriter,granulated sugar,0.5,cup
OrangeCardamom Spriter,water,0.5,cup
OrangeCardamom Spriter,lightly crushed whole cardamom pods,2.0,teaspoons
OrangeCardamom Spriter,"strip orange zest, removed with a vegetable peeler",2.0,-inch
OrangeCardamom Spriter,"prosecco, chilled",1750.0,-ml bottle
OrangeCardamom Spriter,Cardamom syrup (recipe follows),N/A,N/A
OrangeCardamom Spriter,Angostura bitters,N/A,N/A
OrangeCardamom Spriter,"Orange twists, for serving",N/A,N/A
Mothers Ruin Punch,white sugar cubes,8.0,
Mothers Ruin Punch,club soda,2.0,ounces
Mothers Ruin Punch,Plymouth gin,4.0,ounces
Mothers Ruin Punch,cinnamon orange tea-infused sweet vermouth (below),2.0,ounces
Mothers Ruin Punch,grapefruit juice,4.0,ounces
Mothers Ruin Punch,lemon juice,2.0,ounces
Mothers Ruin Punch,dry champagne,3.0,ounces
Mothers Ruin Punch,grapefruit wheels,6.0,
SaintFlorent Cocktail,clover honey,0.25,cup
SaintFlorent Cocktail,hot water in a small jar,2.0,tablespoon
SaintFlorent Cocktail,gin,6.0,tablespoons
SaintFlorent Cocktail,fresh lime juice,3.0,tablespoons
SaintFlorent Cocktail,Aperol or Capelletti,2.0,tablespoons
SaintFlorent Cocktail,honey syrup,1.0,tablespoon
SaintFlorent Cocktail,of Angostura bitters,2.0,dashes
SaintFlorent Cocktail,Ice,N/A,N/A
SaintFlorent Cocktail,Champagne or sparkling wine,N/A,N/A
SaintFlorent Cocktail,Lime wheel for garnish,N/A,N/A
Celery Tonic,chopped celery stalk,1.0,
Celery Tonic,sugar,1.0,tablespoon
Celery Tonic,fresh lemon juice,1.0,ounce
Celery Tonic,gin,2.0,ounces
Celery Tonic,Ice,N/A,N/A
Celery Tonic,Lemon twist (garnish),N/A,N/A
Trouble in Paradise,honey,2.0,tablespoons
Trouble in Paradise,"basil sprig, plus 1 for garnish",2.0,
Trouble in Paradise,bourbon,1.0,ounce
Trouble in Paradise,Campari,1.0,ounce
Trouble in Paradise,grapefruit juice,0.75,ounce
Trouble in Paradise,lemon juice,0.75,ounce
Trouble in Paradise,honey syrup,0.5,ounce
Trouble in Paradise,grinds of black pepper,2.0,
Blackberry and Ginger Cocktail,blackberries,0.5,pint
Blackberry and Ginger Cocktail,mint sprigs,8.0,
Blackberry and Ginger Cocktail,vodka,5.5,cups
Blackberry and Ginger Cocktail,fresh lime juice,1.0,cup
Blackberry and Ginger Cocktail,ginger beer,312.0,-ounce cans or bottles
Blackberry and Ginger Cocktail,Ice,N/A,N/A
Blackberry and Ginger Cocktail,Mint garnish,N/A,N/A
Blackberry Summer Smash,"fresh basil leaves, plus a sprig for garnish",6.0,
Blackberry Summer Smash,"blackberries, divided",11.0,
Blackberry Summer Smash,fresh lemon juice,1.0,tablespoon
Blackberry Summer Smash,Ice cubes,N/A,N/A
Blackberry Summer Smash,"ginger beer, chilled",0.25,cup
Blackberry Summer Smash,bourbon (optional),2.0,tablespoons
Pineapple and Gin,"pineapple pieces, frozen",3.0,cups
Pineapple and Gin,gin,6.0,ounces
Pineapple and Gin,simple syrup,2.0,ounces
Pineapple and Gin,fresh lime juice,1.0,ounce
Pineapple and Gin,pineapple juice,1.0,ounce
Pineapple and Gin,ice,2.0,cups
Pineapple and Gin,Optional garnish: Pineapple wedges and mint sprigs,N/A,N/A
Peach Ginger and Bourbon,"sliced peeled peaches, frozen",3.0,cups
Peach Ginger and Bourbon,finely grated peeled ginger,2.0,tablespoons
Peach Ginger and Bourbon,bourbon,6.0,ounces
Peach Ginger and Bourbon,simple syrup,3.0,ounces
Peach Ginger and Bourbon,fresh lemon juice,2.0,ounces
Peach Ginger and Bourbon,ice,2.0,cups
Peach Ginger and Bourbon,Optional garnish: Sage sprigs,N/A,N/A
Watermelon Lime and Tequila,"watermelon pieces, frozen",15.5,cups
Watermelon Lime and Tequila,"""-thick jalapeño slice, with seeds",0.5,
Watermelon Lime and Tequila,tequila blanco,6.0,ounces
Watermelon Lime and Tequila,simple syrup,4.0,ounces
Watermelon Lime and Tequila,fresh lime juice,2.0,ounces
Watermelon Lime and Tequila,ice,3.0,cups
Watermelon Lime and Tequila,Optional garnish: Watermelon wedges and sliced jalapeños,N/A,N/A
Strawberries and Vodka,"halved hulled strawberries, frozen",3.0,cups
Strawberries and Vodka,vodka,6.0,ounces
Strawberries and Vodka,,4.0,ounces simple syrup + 1 1/2 ounces
Strawberries and Vodka,fresh lime juice,N/A,N/A
Strawberries and Vodka,ice,2.0,cups
Strawberries and Vodka,Optional garnish: Tarragon sprigs,N/A,N/A
Berries and Rum,"blackberries, frozen",2.0,cups
Berries and Rum,"raspberries, frozen",5.5,cups
Berries and Rum,light rum,6.0,ounces
Berries and Rum,simple syrup,4.0,ounces
Berries and Rum,fresh lime juice,5.5,ounces
Berries and Rum,ice,2.0,cups
Berries and Rum,Optional garnish: Blackberries,N/A,N/A
SrirachaLada,fresh lime juice,1.0,ounce
SrirachaLada,Sriracha,2.0,teaspoons
SrirachaLada,Worcestershire sauce,0.5,teaspoon
