,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,Unnamed: 0
677,3 tablespoons lime juice,2 teaspoons superfine sugar,,,,,,,,,,,Finely crushed ice,,,,,2 to 3 ounces rum,2 dashes Angostura bitters,2 ounces club soda,Slice orange,Slice lemon,Pineapple spear,Maraschino cherry,Planter's Punch I
678,1 quart puree of fresh peaches,Sugar to taste,,,,,,,,,,,1 tablespoon lemon juice,,,,,3 quarts chilled champagne,,,,,,,Bellini
679,2 ounces light rum,3/4 ounces Cointreau,,,,,,,,,,,1 1/2 tablespoons lime juice,,,,,2 dashes maraschino liqueur,1/2 cup crushed ice,,,,,,Beachcomber
680,2 ounces gin,1 ounce calvados or applejack,,,,,,,,,,,1 ounce apricot brandy,,,,,Dash lemon juice,3 or 4 ice cubes,,,,,,Prince's Smile
681,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,2 dashes Angostura bitters,,,,,3 or 4 ice cubes,Olive,,,,,,Golf
682,1 1/2 to 3 ounces dry vermouth,1 or 2 dashes curaçao,,,,,,,,,,,1 or 2 dashes crème de menthe,,,,,2 or 3 ice cubes,Twist lemon peel,,,,,,Third Rail I
683,2 ice cubes,2 tablespoons lemon juice,,,,,,,,,,,1 teaspoon superfine sugar,,,,,2 or 3 ounces gin,1/2 ounce cherry brandy,Water,Slice of orange or sprig of mint (optional),,,,Singapore Sling
684,4 tablespoons lemon juice,2 teaspoons superfine sugar,,,,,,,,,,,6 ounces crushed ice,,,,,8 ounces chilled claret or other dry red wine,Slice lemon,,,,,,Claret Lemonade
685,2 ounces light rum,1/2 ounce banana liqueur,,,,,,,,,,,1/2 ounce lime juice,,,,,"1/2 small banana, peeled and coarsely chopped",1/2 cup crushed ice,,,,,,Banana Daiquiri
686,1 ounce light rum,1/2 teaspoon curaçao,,,,,,,,,,,1 tablespoon pineapple juice,,,,,1 tablespoon lime juice,3 or 4 ice cubes,Stick pineapple,Maraschino cherry,,,,Cuban Special
687,1 1/2 ounces Scotch,1 ounce Grand Marnier,,,,,,,,,,,1 ounce lemon juice,,,,,1 teaspoon grenadine,,,,,,,Man of the Moment
688,2 ounces sloe gin,1/2 teaspoon lemon juice,,,,,,,,,,,1/2 teaspoon raspberry juice,,,,,1 egg white,3 or 4 ice cubes,,,,,,Love
689,3 ounces port,1 1/2 ounces water,,,,,,,,,,,1/2 teaspoon superfine sugar,,,,,3 to 4 ice cubes,Nutmeg,,,,,,Port Sangaree I
690,Crushed ice,4 sprigs fresh mint,,,,,,,,,,,1 teaspoon superfine sugar,,,,,3 ounces bourbon,,,,,,,Mint Julep I
691,1 ice cube,1/4 cup orange juice,,,,,,,,,,,4 ounces champagne,,,,,,,,,,,,Mimosa
692,2 1/2 ounces blended whiskey,3/4 ounces sweet vermouth,,,,,,,,,,,Dash Angostura bitters,,,,,3 or 4 ice cubes,Maraschino cherry,,,,,,Manhattan I
693,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,1 tablespoon lemon juice,,,,,"1 slice pineapple, coarsely chopped",1/4 teaspoon maraschino,3 or 4 ice cubes,,,,,Holland House
694,1 ounce green crème de menthe,1 ounce white crème de cacao,,,,,,,,,,,1 ounce light cream,,,,,1/2 cup crushed ice,,,,,,,Grasshopper I
695,3/4 ounces dry vermouth,3/4 ounces Dubonnet,,,,,,,,,,,3/4 ounces gin,,,,,1/2 cup crushed ice,,,,,,,Coronation
696,1 1/2 ounces gin,1/2 ounce grenadine,,,,,,,,,,,2 tablespoons lime juice,,,,,1 egg white,3 or 4 ice cubes,,,,,,Clover Club
697,1 cube sugar,1 or 2 dashes Angostura bitters,,,,,,,,,,,4 ounces chilled champagne,,,,,Twist lemon or orange peel,,,,,,,London Special
698,1 to 1 1/2 ounces gin,1 to 1 1/2 ounces dry vermouth,,,,,,,,,,,2 dashes Pernod,,,,,3 or 4 ice cubes,Twist lemon peel,,,,,,Third Degree
699,3 ounces gin,1 tablespoon superfine sugar,,,,,,,,,,,2 tablespoons lemon juice,,,,,1 tablespoon lime juice,3 or 4 ice cubes,Club soda,,,,,Gin Fizz
700,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,1/2 ounce sweet vermouth,,,,,2 tablespoons orange juice,3 or 4 ice cubes,,,,,,Bronx
701,46 ounce can tomato juice,4 ounces lemon juice,,,,,,,,,,,2 tablespoons Worcestershire sauce,,,,,Salt,Freshly ground pepper,1 1/2 ounces vodka per serving,20 ice cubes,10 thin slices lemon,,,Bloody Mary I
702,2 ounces whiskey,8 ounces chilled beer,,,,,,,,,,,,,,,,,,,,,,,Boilermaker
703,1 ounce brandy,1 ounce Cointreau,,,,,,,,,,,1 ounce light rum,,,,,1/2 ounce lemon juice (optional),3 or 4 ice cubes,,,,,,Between the Sheets
704,1 or 1 1/2 ounces Bénédictine,1 or 1 1/2 ounces brandy,,,,,,,,,,,,,,,,,,,,,,,B & B
705,1 1/2 ounces Scotch whisky,1 1/2 ounces sweet vermouth,,,,,,,,,,,2 dashes Angostura bitters,,,,,3 or 4 ice cubes,,,,,,,Thistle
706,3/4 or 1 ounce crème de cacao,1 1/2 or 2 ounces vodka,,,,,,,,,,,1 tablespoon heavy cream,,,,,3 or 4 ice cubes,,,,,,,White Russian
707,2 1/2 ounces blended whiskey,3/4 ounces dry sherry,,,,,,,,,,,Dash Angostura bitters,,,,,3 or 4 ice cubes,Maraschino cherry,,,,,,Spanish Manhattan
708,1 ounce lime juice,2 tablespoons superfine sugar,,,,,,,,,,,3 ounces dark rum,,,,,4 ounces crushed ice,Dash Angostura bitters,,,,,,Planter's Punch III
709,1 or 1 1/2 ounces gin,1 or 1 1/2 ounces Calvados or applejack,,,,,,,,,,,1 tablespoon grenadine,,,,,3 tablespoons lemon juice,1 egg white,3 or 4 ice cubes,,,,,Pink Lady
710,1 lump sugar,Dash Angostura bitters,,,,,,,,,,,1 or 2 drops cold water,,,,,2 or 3 ounces bourbon (or any whiskey),Twist lemon peel,Slice orange (optional),Maraschino cherry (optional),,,,Old-Fashioned
711,3 ounces gin,1 tablespoon superfine sugar,,,,,,,,,,,2 tablespoons lemon juice,,,,,1 tablespoon lime juice,3 or 4 ice cubes,Club soda,Sprig of mint,,,,Alabama Fizz
712,3 ounces gin,1 tablespoon superfine sugar,,,,,,,,,,,2 tablespoons lemon juice,,,,,1 tablespoon lime juice,1 egg yolk,3 or 4 ice cubes,Club soda,,,,Golden Fizz
713,1 750-ml bottle of chilled brut Champagne,2 1/2 cups chilled apricot nectar,,,,,,,,,,,3 tablespoons Grand Marnier or other orange liqueur,,,,,,,,,,,,Apricot Bellini
714,1 1/2 ounces gin,1 teaspoon maraschino liqueur,,,,,,,,,,,1 egg white,,,,,3 or 4 ice cubes,,,,,,,Cornell
715,1 1/2 ounces gin,1 teaspoon grenadine,,,,,,,,,,,1 egg white,,,,,3 or 4 ice cubes,,,,,,,Froth Blower
716,1 1/2 ounces gin,1/2 ounce grenadine,,,,,,,,,,,2 tablespoons lime juice,,,,,1 egg white,3 or 4 ice cubes,Mint leaf,,,,,Clover Leaf
717,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,1/2 ounce sweet vermouth,,,,,2 tablespoons orange juice,1 egg yolk,3 or 4 ice cubes,,,,,Bronx Golden
718,1 ice cube,1/2 lime or 1/4 lemon,,,,,,,,,,,1 1/2 ounces gin,,,,,Chilled club soda,,,,,,,Gin Rickey
719,2 or 3 ice cubes,3 ounces rum,,,,,,,,,,,1 1/2 tablespoons lime juice,,,,,Chilled cola,Slice lime,,,,,,Cuba Libre
720,1 1/2 ounces vodka,1/2 ounce dry vermouth,,,,,,,,,,,1/2 ounce Galliano,,,,,1/2 ounce blue curaçao,3 to 4 ice cubes,,,,,,Gale at Sea
721,1 1/2 ounces Scotch whisky,1 1/2 ounces sweet vermouth,,,,,,,,,,,2 dashes Angostura bitters,,,,,1/2 teaspoon superfine sugar,3 or 4 ice cubes,,,,,,Flying Scotsman
722,2 ounces gin,1 ounce passion fruit nectar,,,,,,,,,,,Dash Angostura bitters,,,,,3 or 4 ice cubes,,,,,,,Grand Passion
723,3/4 ounces Kahlua,1 1/2 ounces vodka,,,,,,,,,,,3 or 4 ice cubes,,,,,,,,,,,,Black Russian
724,7 cups 2-inch pieces peeled seeded watermelon (from about 4 pounds),1 cup simple syrup,,,,,,,,,,,1 cup fresh lemon juice,,,,,3 tablespoons grenadine,1 cup gin,3 cups ice cubes,Optional garnish: lemon twists,,,,Watermelon Lemonade
725,1/2 cup fresh lime juice,1/2 cup almond syrup,,,,,,,,,,,1/2 cup chopped fresh mint leaves,,,,,2 cups pineapple juice,1 1/2 cups orange juice,1 1/2 cups dark rum,Ice cubes,6 fresh mint sprigs,,,Minted Mai Tai
726,1/2 ounces vodka,1/2 ounce peach schnapps,,,,,,,,,,,4 ounces cranberry juice,,,,,,,,,,,,Woo Woo
727,3/4 ounce light rum,3/4 ounce apricot brandy,,,,,,,,,,,3/4 ounce lime juice,,,,,3 or 4 ice cubes,,,,,,,Hoptoad
728,3 or 4 ice cubes,2-3 ounces gin,,,,,,,,,,,1 ounce guava nectar,,,,,1 ounce frozen pineapple juice,,,,,,,Tropical Cocktail
729,1 to 1 1/2 ounces gin,1 to 1 1/2 ounces dry vermouth,,,,,,,,,,,2 dashes Pernod,,,,,2 dashes Bénédictine,Dash Peychaud's or orange bitters,3 or 4 ice cubes,Twist lemon peel,,,,Merry Widow II
730,2 ounces brandy,1/2 ounce Cointreau or Triple Sec,,,,,,,,,,,1 teaspoon anisette,,,,,,,,,,,,Dance with a Dream
731,1 cup mango nectar,3/4 cup vodka,,,,,,,,,,,1/2 cup fresh lemon juice,,,,,3 tablespoons superfine granulated sugar,Garnish: fresh mango spears,a cocktail shaker; 6 (12-oz) double Old Fashioned glasses,,,,,Mango Sour
732,1/2 cup half and half,1/4cup whole or reduced-fat (2%) milk,,,,,,,,,,,1/4 cup bourbon,,,,,1 1/2 teaspoons (or more) sugar,1/4 teaspoon vanilla extract,2 cups ice cubes,Freshly grated whole nutmeg or ground nutmeg,,,,Mike's Milk Punch
733,1/2 cup crushed ice,2-3 ounces Scotch (or bourbon or brandy),,,,,,,,,,,Twist of lemon peel,,,,,,,,,,,,Scotch Mist
734,1 750-ml bottle of dry red wine (3 cups),1 1/2 cups lemon-lime soda (such as 7UP),2 tablespoons fresh lemon juice,2 tablespoons fresh lime juice,Ice cubes,,,,,,,,1 1/2 cups orange juice,,,,,16 lime slices,16 lemon slices,8 orange slices,1/2 cup brandy,1/4 cup sugar,2 tablespoons Cointreau or other orange liqueur,2 tablespoons grenadine,Sangria IV
735,6 ounces champagne,1/2 ounce crème de cassis,,,,,,,,,,,Lemon twist,,,,,,,,,,,,Kir Royale
736,1 ounce Southern Comfort,Dash Angostura bitters,,,,,,,,,,,4 ounces chilled champagne,,,,,Twist lemon peel,,,,,,,Southern Comfort Champagne
737,1/3 cup sugar,"10-ounce package frozen strawberries in syrup, thawed",,,,,,,,,,,1/2 cup fresh lime juice,,,,,1/2 cup brandy,1/2 chilled club soda,2 bottles (25.4 ounces each) chilled champagne,"Strawberries, sliced thin, for garnish if desired","Thin lime slices, halved, for garnish if desired",,,"Strawberry, Lime and Champagne Cocktail"
738,1 cup chilled champagne,1/2 cup chilled passion-fruit nectar or juice,,,,,,,,,,,,,,,,,,,,,,,Passion-Fruit Mimosa
739,"12 tablespoons frozen cranberry juice cocktail concentrate, thawed",6 teaspoons cranberry liqueur,,,,,,,,,,,6 teaspoons orange liqueur,,,,,1 bottle champagne or other sparkling wine,12 whole fresh cranberries,"6 orange slices, folded in half",6 bamboo skewers,,,,Crimson Royale
740,"1 1/4 cups frozen unsweetened blackberries (about 5 ounces), thawed",4 tablespoons crème de cassis (preferably imported),,,,,,,,,,,1 750-ml bottle chilled champagne or other sparkling wine,,,,,,,,,,,,Blackberry Kir Royale
741,2 cups halved strawberries,1 tablespoon sugar,,,,,,,,,,,1/2 cup chilled champagne or sparkling wine,,,,,1 tablespoon crème de cassis,,,,,,,Strawberry Kir Royale
742,Ice cubes,12 tablespoons framboise,,,,,,,,,,,8 teaspoons fresh lemon juice,,,,,1 1/2 750-ml bottles (about) chilled Brut champagne,Garnish: 3/4 cup fresh raspberries (about 24),,,,,,Champagne Framboise
743,1/4 cup sugar,1/4 cup plus 4 teaspoons poire William (French pear brandy),,,,,,,,,,,2 2/3 cups chilled champagne,,,,,1 Seckel or small Bosc pear,,,,,,,Poire William Champagne Cocktail
744,2 teaspoons Chambord (black-raspberry-flavored liqueur),1/2 cup chilled cranberry juice,,,,,,,,,,,1 tablespoon lightly beaten egg white,,,,,,,,,,,,Postmodern Pink Lady
745,1 1/2 ounces gin,1/2 teaspoon sugar,,,,,,,,,,,1/4 cup orange juice,,,,,3 or 4 ice cubes,Chilled champagne,,,,,,Buck's Fizz I
746,"1 half bottle (12.7 ounces) champagne, chilled","2 jiggers (3 ounces) 1 half botstle (12.7 ounces) champagne, chilled",,,,,,,,,,,,,,,,,,,,,,,Frozen Kir Royale
747,2 well-chilled 750-ml. bottles champagne or sparkling cider,"1 cup well-chilled cranberry juice cocktail, or to taste",,,,,,,,,,,"3 tablespoons Grand Marnier or other orange-flavored liqueur, or to taste, if desired",,,,,,,,,,,,Cranberry Champagne Cocktail
748,1/2 cup orange juice,3 or 4 ice cubes,,,,,,,,,,,4 ounces chilled champagne,,,,,,,,,,,,Champagne Fizz
749,3 ounces fresh orange juice,8 ounces chilled champagne,,,,,,,,,,,,,,,,,,,,,,,Buck's Fizz II
750,1 ounce vodka,1 ounce peach schnapps,,,,,,,,,,,2 ounces orange juice,,,,,2 ounces cranberry juice,,,,,,,Sex on the Beach
751,1 1/4 cups Cointreau or Grand Marnier,1 1/4 cups cranberry juice cocktail,,,,,,,,,,,1/2 cup plus 2 tablespoons fresh lime juice,,,,,3 tablespoons superfine granulated sugar,4 cups chilled Champagne or other sparkling wine,,,,,,Cosmopolitan Champagne Cocktail
752,"3 pounds watermelon, rind and seedsdiscarded and the flesh cut into pieces,plus thin slices of watermelon for garnish",1/2 cup vodka,,,,,,,,,,,1/4 cup Triple Sec,,,,,3 tablespoons fresh lime juice,,,,,,,Vodka and Watermelon Cooler
753,2 1/2 cups pineapple juice,1 1/4 cups white tequila,,,,,,,,,,,1 cup Cointreau or other orange liqueur,,,,,1 cup orange juice,3/4 cup fresh lime juice,1/2 cup simple syrup,3 cups ice cubes,"Optional garnishes: fresh pineapple spears, maraschino cherries",,,Pineapple-Orange Margarita
754,"2 cans tomato juice, each 1 quart 14 ounces (about 12 cups total),chilled",2 2/3 cups fresh orange juice (from about 8 oranges),,,,,,,,,,,2/3 cup fresh lemon juice,,,,,2 1/2 teaspoons red or green Tabasco,2 teaspoons Worcestershire sauce,2 cups aquavit such as Aalborg or Linie if desired,Garnish: celery stalks,,,,Sangrita Bloody Mary
755,1 1/4 cups passion-orange-guava or other tropical fruit juice,1 cup thinly sliced hulled strawberries,,,,,,,,,,,1/2 cup gold rum,,,,,1/2 cup canned cream of coconut (such as Coco Lopez),1/4 cup half and half,8 ice cubes,Whole strawberries,,,,Waikaloa Breeze
756,Lime wedges,Sugar,,,,,,,,,,,3 cups Homemade Sweet-and-Sour Mix for Margaritas,,,,,1 cup gold tequila,12 tablespoons papaya nectar,12 tablespoons guava nectar,1/2 cup canned cream of coconut available in the liquor department of most supermarkets.,16 ice cubes,12 lime slices,,Yucatan Margarita with Tropical Fruit
757,"1 cup (packed) mint leaves, chopped",2/3 cup sugar,,,,,,,,,,,1 cup fresh lemon juice,,,,,1 1/2 cups vodka,Crushed ice,Fresh mint sprigs,,,,,Minted Vodka Lemonade
758,1/3 cups sugar,1 cup (packed) fresh mint leaves,,,,,,,,,,,"2 lemons, sliced into rounds",,,,,"1/2 small cucumber, sliced",2 cups fresh lemon juice,2 cups vodka,1/2 cup water,3 cups ice cubes,,,"Iced Vodka with Cucumber, Lemon, and Mint"
759,1/2 cup sugar,1/2 cup water,,,,,,,,,,,"1 1 1/4-inch-long piece fresh ginger (about 1 inch in diameter), sliced",,,,,"2 medium mangoes, peeled, pitted",1/2 cup vodka,20 ice cubes,,,,,Frozen Mango Martini
760,1 1/4 ounces Absolut Citron vodka (about 2 1/2 tablespoons),1/4 ounce Rose's lime juice (about 3/4 tablespoon),,,,,,,,,,,1/4 ounce triple sec or Cointreau (about 3/4 tablespoon),,,,,1/4 cup cranberry juice,1 cup ice cubes,Garnish: lime twist,,,,,Cosmopolitan Cocktail
761,2 1/4 cups water,1/3 cup honey,Crushed ice (if serving punch chilled),,,,,,,,,,1/4 cup (packed) golden brown sugar,,,,,2 tablespoons chopped peeled fresh ginger,16 whole cloves,16 whole allspice,"1 vanilla bean, chopped",1 tea bag (preferably Earl Grey),1 750-ml bottle dry red wine,1/4 cup dark rum,Spiced Rum and Tea Punch
762,1 bottle tawny port,1 bottle Madeira,1 cup blanched almonds,,,,,,,,,,1 bottle medium dry sherry,,,,,1/2 bottle dry red wine,15 cloves,15 cardamom seeds,1 stick cinnamon,1/2 pound lump sugar,1/2 cup brandy,1 cup raisins,Glögg
763,4 cups Madeira,6 tablespoons honey,,,,,,,,,,,2 tablespoons fresh lemon juice,,,,,"8 3-inch-long, 1/2-inch-wide orange peel strips (orange part only)",6 whole cloves,"1 cinnamon stick, broken in half",1/2 cup Cointreau or other orange liqueur,,,,Mulled Madeira
764,1 1/2 cups chilled cranberry juice,3/4 cup crème de cassis (black currant-flavored liqueur),,,,,,,,,,,1 750-ml bottle chilled dry champagne or sparkling wine,,,,,,,,,,,,Cranberry Kir
765,4 cups chilled cranberry juice cocktail,2 cups chilled orange juice,,,,,,,,,,,2 cups vodka,,,,,2 tablespoons sugar,2 tablespoons Grand Marnier or other orange liqueur,1/2 teaspoon ground cinnamon,1/4 teaspoon ground allspice,1/8 teaspoon ground nutmeg,Ice cubes,"2 oranges, thinly sliced",Cranberry-Vodka Punch
766,1/2 cup bourbon,3 1/2 tablespoons sugar,,,,,,,,,,,1 teaspoon Angostura bitters,,,,,Ice cubes,8 2-inch-long strips lemon peel (yellow part only),1 750-ml bottle chilled dry Champagne or sparkling wine,,,,,Champagne Americana
0,Milk,2 cups ,,,,,,,,,,,Chocolate,,,,,2 oz sweet ,Cinnamon,1/2 tsp ,Egg yolk,2 beaten ,,,Spanish chocolate
1,Gin,1 2/3 oz ,,,,,,,,,,,Dry Vermouth,,,,,1/3 oz ,Olive,1 ,,,,,Martini
2,Coca-Cola,1 dl ,,,,,,,,,,,Lemon juice,,,,,7 drops ,,,,,,,Coke and Drops
3,Gin,1 1/2 oz ,,,,,,,,,,,Grenadine,,,,,1 tsp ,Light cream,1 tsp ,Egg white,1 ,,,Pink Lady
4,Light rum,2-3 oz ,,,,,,,,,,,Lime,,,,,Juice of 1 ,Sugar,2 tsp ,Mint,2-4 ,Soda water,,Mojito
5,Irish whiskey,1 oz ,Cherry,1 ,,,,,,,,,Peach brandy,,,,,1/2 oz ,Orange juice,1 oz ,Sweet and sour,1 oz ,Orange,1 slice ,Irish Spring
6,Chocolate liqueur,1/2 shot ,,,,,,,,,,,Milk,,,,,1/2 shot ,Amaretto,1 dash ,,,,,Chocolate Milk
7,Milk,6 cups ,,,,,,,,,,,Chocolate,,,,,3 oz Mexican ,Cinnamon,1 tsp powdered ,Egg,3 ,,,Chocolate Beverage
8,Ricard,1 tsp ,Lemon peel,1 twist of ,,,,,,,,,Sugar,,,,,1/2 tsp superfine ,Peychaud bitters,2 dashes ,Water,1 tsp ,Bourbon,2 oz ,Sazerac
9,Amaretto,1 1/2 oz ,,,,,,,,,,,Lime,,,,,1 ,,,,,,,Amaretto Mist
10,Sweet Vermouth,3/4 oz ,,,,,,,,,,,Gin,,,,,1 1/2 oz ,,,,,,,Lone Tree Cocktail
11,Kahlua,1 cl ,,,,,,,,,,,Bailey's irish cream,,,,,1 cl ,Frangelico,1 1/2 ,Coffee,4 cl hot ,Cream,,Afternoon
12,Vodka,2 oz ,,,,,,,,,,,Tonic water,,,,,,,,,,,,Vodka And Tonic
13,Gin,2 oz ,Orange,1 ,,,,,,,,,Lemon juice,,,,,1 oz ,Sugar,1 tsp superfine ,Club soda,3 oz ,Maraschino cherry,1 ,Tom Collins
14,Gin,2 oz ,,,,,,,,,,,Triple sec,,,,,1/2 oz ,,,,,,,Flying Dutchman
15,Dry Vermouth,1 oz ,,,,,,,,,,,Bourbon,,,,,1 oz ,Blackberry brandy,1 1/2 tsp ,Lemon juice,1 1/2 tsp ,Lemon peel,1 twist of ,Allegheny
16,Sweet Vermouth,1 1/2 oz ,,,,,,,,,,,Scotch,,,,,1 1/2 oz ,Benedictine,1 1/4 tsp ,Lemon peel,1 twist of ,,,Bobby Burns Cocktail
17,Vodka,1 shot ,,,,,,,,,,,Kahlua,,,,,1 shot ,Coca-Cola,1 dash ,Guinness stout,Fill with ,,,Irish Russian
18,Orange Bitters,1 dash,,,,,,,,,,,Green Chartreuse,,,,,1 oz,Gin,1 oz,Sweet Vermouth,1 oz,,,Bijou
19,Dark rum,1 shot ,,,,,,,,,,,Orange,,,,,1 slice ,Surge,1/2 glass ,Cranberry juice,1/2 glass ,,,Bleeding Surgeon
20,Brandy,1 oz ,Carbonated water,,,,,,,,,,Light rum,,,,,1/2 oz ,Bourbon,1/2 oz ,Lemon,Juice of 1/2 ,Powdered sugar,1 tblsp ,Mississippi Planters Punch
21,Gin,2 oz ,,,,,,,,,,,Cranberry juice,,,,,5 oz ,Grenadine,2 splashes ,,,,,Ruby Tuesday
22,Light rum,1 1/2 oz ,Lime peel,Twist of ,,,,,,,,,151 proof rum,,,,,1 tsp ,Powdered sugar,1/2 tsp ,Bitters,1 dash ,Water,1 tsp ,Rum Old-fashioned
23,Kiwi,3 ,,,,,,,,,,,Papaya,,,,,1/2 ,,,,,,,Kiwi Papaya Smoothie
24,Vodka,1/2 ,,,,,,,,,,,Lemonade,,,,,1/2 can ,Water,1/2 ,Sugar,10 tsp ,,,Adam Sunrise
25,Dry Vermouth,1 1/2 oz ,,,,,,,,,,,Creme de Cassis,,,,,3/4 oz ,Carbonated water,,,,,,Vermouth Cassis
26,Blended whiskey,2 oz ,,,,,,,,,,,Lemon,,,,,Juice of 1/2 ,Powdered sugar,1/2 tsp ,Cherry,1 ,Lemon,1/2 slice ,Whiskey Sour
27,Gin,2 oz ,,,,,,,,,,,Triple sec,,,,,1/2 oz ,Pineapple juice,1 tblsp ,,,,,Hawaiian Cocktail
28,Red wine,2 oz ,,,,,,,,,,,Grenadine,,,,,1 oz ,Lemon-lime soda,,,,,,Queen Charlotte
29,Corona,1 bottle ,,,,,,,,,,,Light rum,,,,,1 shot ,,,,,,,Caribbean Boilermaker
30,Berries,1 cup ,,,,,,,,,,,Apple,,,,,2 ,,,,,,,Apple Berry Smoothie
31,Jack Daniels,1 oz ,,,,,,,,,,,Midori melon liqueur,,,,,1/2 oz ,Sour mix,2 oz ,,,,,Applejack
32,Galliano,2 parts,,,,,,,,,,,Triple Sec,,,,,2 parts,orange juice,2 parts,Cream,1 part,,,Golden dream
33,Gin,1 1/2 oz,,,,,,,,,,,Orange Curacao,,,,,3/4 oz,Lime Juice,3/4 oz,Angostura Bitters,1 dash,Orange Bitters,1 dash,Pegu Club
34,Gin,2 jiggers ,Sugar syrup,3 dashes ,Soda water,Fill to top with ,,,,,,,Vodka,,,,,1 jigger ,Grenadine,3 dashes ,Lime juice,1 shot ,Sugar,Around rim put 1 pinch ,Jitterbug
35,Coffee,1 part ,,,,,,,,,,,Grain alcohol,,,,,2 parts ,,,,,,,Karsk
36,Rum,4 parts,Ice,cubes,,,,,,,,,Dark Rum,,,,,2 parts,Passoa,1 part,Blue Curacao,1 part,Sweet and Sour,6 parts,Blue Hurricane
37,Green Creme de Menthe,3/4 oz ,,,,,,,,,,,Creme de Cacao,,,,,3/4 oz white ,Light cream,3/4 oz ,,,,,Grasshopper
38,Sour mix,2 oz ,,,,,,,,,,,Amaretto,,,,,2 oz ,Tequila,2 oz ,Orange juice,Add splash ,,,Amaretto Stone Sour #3
39,Kahlua,1 oz ,,,,,,,,,,,Bailey's irish cream,,,,,1 oz ,Goldschlager,dash ,Heavy cream,2 oz ,Coffee,2 oz Hazlenut ,Midnight Manx
40,Jack Daniels,1/3 oz ,,,,,,,,,,,Johnnie Walker,,,,,1/3 oz ,Jim Beam,1/3 oz ,,,,,3 Wise Men
41,Cherry brandy,1/2 oz ,,,,,,,,,,,Gin,,,,,1 1/2 oz ,Orange juice,4 oz ,Ginger ale,,,,Orange Oasis
42,Cantaloupe,Juice of 1/2 ,,,,,,,,,,,Banana,,,,,1 ,,,,,,,Banana Cantaloupe Smoothie
43,Pineapple juice,10 cl ,,,,,,,,,,,Passion fruit juice,,,,,6 cl ,Lemon juice,1 cl ,Grenadine,1 cl ,,,Bora Bora
44,Strawberry schnapps,2 oz ,,,,,,,,,,,Orange juice,,,,,2 oz ,Cranberry juice,2 oz ,Club soda,,,,Affair
45,Firewater,1/2 oz ,,,,,,,,,,,Absolut Peppar,,,,,1/2 oz ,Tabasco sauce,1 dash ,,,,,Fahrenheit 5000
46,Brandy,1 1/2 oz ,,,,,,,,,,,White Creme de Menthe,,,,,1/2 oz ,,,,,,,Stinger
47,Zima,12 oz ,,,,,,,,,,,Chambord raspberry liqueur,,,,,3 oz ,,,,,,,Zima Blaster
48,Vodka,1 oz ,,,,,,,,,,,Triple sec,,,,,1 oz ,Lime juice,1 oz ,,,,,Kamikaze
49,Orange juice,4 oz ,,,,,,,,,,,Rum,,,,,1 oz ,Vodka,1 oz ,Cream,1 package ,Ice,Over ,Orange Whip
50,Vodka,1 1/2 oz ,,,,,,,,,,,Cranberry juice,,,,,4 oz ,Grapefruit juice,1 oz ,,,,,Sea breeze
51,Scotch,1 1/2 oz ,,,,,,,,,,,Wine,,,,,1 oz Green Ginger ,,,,,,,Whisky Mac
52,Gin,2 oz ,,,,,,,,,,,Tonic water,,,,,5 oz ,Lime,1 ,,,,,Gin And Tonic
53,Dark rum,1 part ,,,,,,,,,,,Orgeat syrup,,,,,1/2 part ,Orange juice,2 parts ,Pineapple juice,1 part ,,,Planter's Punch
54,Guinness stout,1/2 ,,,,,,,,,,,Root beer,,,,,1/2 ,,,,,,,Black and Brown
55,Brandy,3/4 oz ,,,,,,,,,,,Gin,,,,,3/4 oz ,Sweet Vermouth,3/4 oz ,Carbonated water,Lemon peel,,,English Highball
56,151 proof rum,2 oz light ,,,,,,,,,,,Kool-Aid,,,,,1/2 tsp Tropical ,,,,,,,Kool First Aid
57,Bourbon,2 oz ,Orange,1 ,,,,,,,,,Lemon juice,,,,,1 oz ,Sugar,1 tsp superfine ,Club soda,3 oz ,Maraschino cherry,1 ,John Collins
58,Rum,12 parts,,,,,,,,,,,Grapefruit Juice,,,,,8 parts,Maraschino Liqueur,3 parts,Lime Juice,3 parts,,,Hemingway Special
59,Johnnie Walker,1 fifth ,,,,,,,,,,,Honey,,,,,1 1/2 cup mild ,Angelica root,2 tsp dried and chopped ,Fennel seeds,1/4 tsp crushed ,Lemon peel,2 2 inch strips ,Scottish Highland Liqueur
60,Lime,2 ,,,,,,,,,,,Sugar,,,,,2 tblsp ,White rum,2-3 oz ,Ice,crushed ,,,Caipirissima
61,Bourbon,3 oz ,,,,,,,,,,,Benedictine,,,,,1/2 oz ,Lemon peel,1 twist of ,,,,,Kentucky Colonel
62,Cider,1/2 pint hard ,,,,,,,,,,,Lager,,,,,1/2 pint ,Blue Curacao,1 shot ,,,,,Green Goblin
63,Gin,2 oz ,,,,,,,,,,,Grand Marnier,,,,,1/2 oz ,Lemon juice,2 tsp ,Lemon peel,1 twist of ,,,Arthur Tompkins
