	drink_name	ingredient	measurement
5643	Morning Glory	sugar syrup	3 dashes
5644	Morning Glory	 cubes	1
5645	Morning Glory	club soda	
5646	Morning Glory	superfine sugar	
5647	Hawaiian	gin	2 ounces
5648	Hawaiian	 curaao	1 ounce
5649	Hawaiian	orange	1 ounce
5650	Hawaiian	 cubes	3
5651	Brandy Crusta	cut lemon	
5652	Brandy Crusta	superfine sugar	
5653	Brandy Crusta	cut lemon	
5654	Brandy Crusta	 maraschino	
5655	Brandy Crusta	 cubes	3
5656	Brandy Crusta	angostura bitters	
5657	Brandy Crusta	maraschino liqueur	1 teaspoon
5658	Brandy Crusta	lemon	1 teaspoon
5659	Brandy Crusta	 brandy to taste	1 1/2 to 3 ounces
5660	Brandy Crusta	slice of lime	
5661	Du Barry	gin	1 1/2 ounces
5662	Du Barry	vermouth	1/2 ounce
5663	Du Barry	angostura bitters	2 dashes
5664	Du Barry	pernod	2 dashes
5665	Du Barry	 cubes	3
5666	Du Barry	 orange sliced	
5667	Queens Peg	 ice cube	1
5668	Queens Peg	gin	3/4 ounce
5669	Queens Peg	chilled champagne	6 ounces
5670	Recipe Bamboo	cherry	1 1/2 ounces
5671	Recipe Bamboo	vermouth	1 1/2 ounces
5672	Recipe Bamboo	 cubes	3
5673	Recipe Bamboo	angostura bitters	
5674	Bees Knees	gin	1 1/2 ounces
5675	Bees Knees	honey	1 teaspoon
5676	Bees Knees	lemon	1 tablespoon
5677	Bees Knees	 cubes	3
5678	Adonis	 dry sherry	2 ounces
5679	Adonis	vermouth	1 ounce
5680	Adonis	orange bitters	1 dash
5681	Adonis	 cubes	3
5682	Tipperary	whiskey	3/4 ounces
5683	Tipperary	 chartreuse	3/4 ounce
5684	Tipperary	vermouth	3/4 ounce
5685	Tipperary	 cubes	3
5686	Diana	ice	
5687	Diana	 crme de menthe	2 ounces
5688	Diana	brandy	1/2 ounce
5689	Archbishop	 large orange	1
5690	Archbishop	 cloves approx	20
5691	Archbishop	 sugar brown if you prefer	2 tablespoons
5692	Archbishop	 quart red bordeaux	1
5693	Archbishop	brandy	6 ounces
5694	Blenton	gin	1 1/2 ounces
5695	Blenton	vermouth	1/2 ounce
5696	Blenton	angostura bitters	2 dashes
5697	Blenton	 cubes	3
5698	Blenton	lemon peel	
5699	Blenton	 maraschino	
5700	Savoy Hotel Rickey	 ice cube	1
5701	Savoy Hotel Rickey	 lime or  lemon	1/2
5702	Savoy Hotel Rickey	gin	1 1/2 ounces
5703	Savoy Hotel Rickey	club soda	
5704	Savoy Hotel Rickey	grenadine	4 dashes
5705	Hugo Rickey	 ice cube	1
5706	Hugo Rickey	 lime or  lemon	1/2
5707	Hugo Rickey	gin	1 1/2 ounces
5708	Hugo Rickey	club soda	
5709	Hugo Rickey	grenadine	2 dashes
5710	Hugo Rickey	pineapple	1
5711	Cream Fi	gin	3 ounces
5712	Cream Fi	superfine sugar	1 tablespoon
5713	Cream Fi	lemon	2 tablespoons
5714	Cream Fi	lime juice	1 tablespoon
5715	Cream Fi	heavy cream	2 teaspoons
5716	Cream Fi	 cubes	3
5717	Cream Fi	club soda	
5718	Holland Gin Fi	 holland gin	3 ounces
5719	Holland Gin Fi	superfine sugar	1 tablespoon
5720	Holland Gin Fi	lemon	2 tablespoons
5721	Holland Gin Fi	lime juice	1 tablespoon
5722	Holland Gin Fi	 cubes	3
5723	Holland Gin Fi	club soda	
5724	Great Secret	gin	1 1/2 ounces
5725	Great Secret	 lillet	1/2 ounce
5726	Great Secret	angostura bitters	
5727	Great Secret	 cubes	3
5728	Great Secret	orange twist	
5729	Zenith	 cubes	3
5730	Zenith	gin	2 to 3 ounces
5731	Zenith	pineapple	1 tablespoon
5732	Zenith	club soda	
5733	Zenith	pineapple	
5734	Highland Cooler	 cubes	3
5735	Highland Cooler	scotch	2 to 3 ounces
5736	Highland Cooler	angostura bitters	2 dashes
5737	Highland Cooler	lemon	2 tablespoons
5738	Highland Cooler	superfine sugar	1 teaspoon
5739	Highland Cooler	ginger	
5740	Champagne Cobbler	ice	
5741	Champagne Cobbler	lemon	1/2 teaspoon
5742	Champagne Cobbler	 curaao	1/2 teaspoon
5743	Champagne Cobbler	 orange sliced	
5744	Champagne Cobbler	small pineapple stick	
5745	Champagne Cobbler	chilled champagne	4 ounces
5746	Preakness	whiskey	1 1/2 ounces
5747	Preakness	vermouth	3/4 ounce
5748	Preakness	 bndictine	1/2 teaspoon
5749	Preakness	angostura bitters	
5750	Preakness	 cubes	3
5751	Preakness	lemon twist	
5752	Peach Daiquiri	light rum	2 ounces
5753	Peach Daiquiri	ned	1/2 peach, fresh, peeled or can
5754	Peach Daiquiri	lime juice	1 tablespoon
5755	Peach Daiquiri	superfine sugar	1 teaspoon
5756	Peach Daiquiri	ice	1 cup
5757	Passion Daiquiri	light rum	1 1/2 ounces
5758	Passion Daiquiri	fruit juice	1/2 ounce
5759	Passion Daiquiri	lime juice	2 tablespoons
5760	Passion Daiquiri	superfine sugar	1 teaspoon
5761	Passion Daiquiri	 cubes	3
5762	Vodka Grasshopper	 crme de menthe	3/4 ounce
5763	Vodka Grasshopper	 white crme de cacao	3/4 ounce
5764	Vodka Grasshopper	vodka	3/4 ounce
5765	Vodka Grasshopper	 cubes	3
5766	Alexander Young	pineapple	1/2 ounce
5767	Alexander Young	orange	1/2 ounce
5768	Alexander Young	lemon	1/2 ounce
5769	Alexander Young	bourbon	1 1/2 ounces
5770	Alexander Young	grenadine	
5771	Alexander Young	angostura bitters	
5772	Alexander Young	ice	1/2 cup
5773	ThreeOlive Martinis	 pitted large brinecured green olives chilled	36
5774	ThreeOlive Martinis	 short swile sticks or toothpicks	12
5775	ThreeOlive Martinis	 icecold vodka	6 cups
5776	ThreeOlive Martinis	vermouth	
5777	Betsy Ross	brandy	1 1/2 ounces
5778	Betsy Ross	port	1 1/2 ounces
5779	Betsy Ross	 curaao	1 dash
5780	Betsy Ross	angostura bitters	2 dashes
5781	Betsy Ross	egg yolk	1
5782	Betsy Ross	sugar	1 teaspoon
5783	Betsy Ross	 cubes	3
5784	Betsy Ross	nutmeg	
5785	Margarita I	lime	
5786	Margarita I	salt	
5787	Margarita I	tequila	2 ounces
5788	Margarita I	triple sec	1/2 ounce
5789	Margarita I	lime juice	1 tablespoon
5790	Margarita I	 cubes	3
5791	Stinger	brandy	1 or 1 1/2 ounces
5792	Stinger	 crme de menthe	1 or 1 1/2 ounces
5793	Stinger	ice	1/2 cup
5794	Salty Dog	grapefruit soda	4 ounces
5795	Salty Dog	vodka	2 ounces
5796	Salty Dog	cut lemon	
5797	Salty Dog	salt	
5798	Salty Dog	 cubes	2
5799	Bullshot	 cubes	2
5800	Bullshot	gin	1 1/2 or 2 ounces
5801	Bullshot	 chilled beef bouillon	3 ounces
5802	Brandy Flip	cherry	.
5803	Brandy Flip	brandy	3 ounces
5804	Brandy Flip	 whole egg	1
5805	Brandy Flip	superfine sugar	1 teaspoon
5806	Brandy Flip	heavy cream	2 teaspoons
5807	Brandy Flip	ice	1/2 cup
5808	Brandy Flip	nutmeg	
5809	After Dinner	apricot	1 1/2 ounces
5810	After Dinner	 curaao	1 1/2 ounces
5811	After Dinner	lime juice	3 tablespoons
5812	After Dinner	 cubes	3
5813	After Dinner	twist of lime peel	
5814	New York	whiskey	2 ounces
5815	New York	superfine sugar	1/2 teaspoon
5816	New York	grenadine	
5817	New York	lime juice	1 1/2 tablespoons
5818	New York	 cubes	3
5819	New York	orange twist	
5820	Roman Snowball	ice	
5821	Roman Snowball	sambuca	2 ounces
5822	Roman Snowball	coffee brandy	3
5823	Barbary Coast	gin	1 ounce
5824	Barbary Coast	scotch	1 ounce
5825	Barbary Coast	creme de cacao	1 ounce
5826	Barbary Coast	cream	1 ounce
5827	Barbary Coast	lemon	1 tablespoon
5828	Barbary Coast	 cubes	3
5829	Jack Ros I	applejack	1 1/2 ounces
5830	Jack Ros I	grenadine	1/2 ounce
5831	Jack Ros I	lime juice	1 1/2 tablespoons
5832	Jack Ros I	 ice cube	3
5833	Dogs Nose	gin	2 ounces
5834	Dogs Nose	 irish stout beer	8 ounces
5835	Whisper	whisky	3/4 ounce
5836	Whisper	vermouth	3/4 ounce
5837	Whisper	vermouth	3/4 ounce
5838	Whisper	 cubes	3
5839	Dry Rob Roy	whisky	3 ounces
5840	Dry Rob Roy	vermouth	1/2 ounce
5841	Dry Rob Roy	angostura bitters	2 dashes
5842	Dry Rob Roy	 cubes	5
5843	Dry Rob Roy	 lime or  lemon	
5844	Perfect Martini	gin	1 1/2 ounces
5845	Perfect Martini	vermouth	1/2 ounce
5846	Perfect Martini	vermouth	1/2 ounce
5847	Perfect Martini	 cubes	3
5848	Perfect Martini	orange peel	
5849	Pink Slipper	 thawed	1 cup (about 3/4 of 12-ounce can) froze
5850	Pink Slipper	 cream of coconut such as coco lope	1/2 cup can
5851	Pink Slipper	rum	1/2 cup
5852	Pink Slipper	grenadine	1 tablespoon
5853	Pink Slipper	 cubes	2
5854	Pink Slipper	 jar maraschino cherries	
5855	Pink Pony	  ponies light tequila	2 ounces
5856	Pink Pony	cranberry juice	1/3 cup
5857	Pink Pony	 chilled apple juice	1/4 cup
5858	Pink Pony	club soda	
5859	Martini III	 cubes	
5860	Martini III	gin	1 cup
5861	Martini III	vermouth	1 tablespoon
5862	Martini III	 pimentostuffed olives in brine	4
5863	Tago	gin	1 ounce
5864	Tago	vermouth	1/2 ounce
5865	Tago	vermouth	1/2 ounce
5866	Tago	 curaao	1/2 teaspoon
5867	Tago	orange	2 tablespoons
5868	Tago	 cubes	3
5869	Farmers	gin	1 ounce
5870	Farmers	vermouth	1/2 ounce
5871	Farmers	vermouth	1/2 ounce
5872	Farmers	angostura bitters	2 dashes
5873	Farmers	 cubes	3
5874	Jeyplak	gin	1 1/2 ounces
5875	Jeyplak	vermouth	1/2 ounce
5876	Jeyplak	pernod	2 dashes
5877	Jeyplak	 cubes	3
5878	Jeyplak	cherry	
5879	Bronx River	gin	1 1/2 ounces
5880	Bronx River	vermouth	1/2 ounce
5881	Bronx River	lemon	1 tablespoon
5882	Bronx River	superfine sugar	1/4 teaspoon
5883	Bronx River	 cubes	3
5884	Jack Ros II	 cubes	1 cup
5885	Jack Ros II	 brandy or applejack	1/2 cup
5886	Jack Ros II	sour mix	1/4 cup
5887	Jack Ros II	e juice	2 tablespoons
5888	Jack Ros II	sugar	1 teaspoon
5889	Jack Ros II	grenadine	1 teaspoon
5890	Jack Ros II	 thin round lime slice cut crosswise in half	1
5891	Pear Zinger	brandy	1/4 cup
5892	Pear Zinger	lemon	2 teaspoons
5893	Pear Zinger	 cubes	
5894	Pear Zinger	ginger	1 cup
5895	Peter Pan	gin	3/4 to 1 ounce
5896	Peter Pan	vermouth	3/4 to 1 ounce
5897	Peter Pan	brandy	3/4 to 1 ounce
5898	Peter Pan	orange	3/4 ounce
5899	Peter Pan	 cubes	3
5900	Favortie	gin	3/4 to 1 ounce
5901	Favortie	vermouth	3/4 to 1 ounce
5902	Favortie	apricot	3/4 to 1 ounce
5903	Favortie	dash lemon juice	
5904	Favortie	 cubes	3
5905	Aquavit Bloody Mary	aquavit	1 cup
5906	Aquavit Bloody Mary	ned vegetable juice	4 cups
5907	Aquavit Bloody Mary	 bottled horseradish	2 tablespoons
5908	Aquavit Bloody Mary	worcestershire sauce	2 tablespoons
5909	Aquavit Bloody Mary	e juice	3 tablespoons
5910	Aquavit Bloody Mary	 tabasco	1/2 teaspoon
5911	Aquavit Bloody Mary	pepper	1/4 teaspoon
5912	Aquavit Bloody Mary	celery sticks for garnish	6
5913	Commercial Club Gin Old Fashioned	gin	1 1/2 ounces
5914	Commercial Club Gin Old Fashioned	grenadine	2 dashes
5915	Commercial Club Gin Old Fashioned	angostura bitters	
5916	Commercial Club Gin Old Fashioned	coconut rum	1 teaspoon
5917	Commercial Club Gin Old Fashioned	dash curaao	
5918	Commercial Club Gin Old Fashioned	ice	1/2 cup
5919	Commercial Club Gin Old Fashioned	 cubes	3
5920	Southern Bride	gin	1 1/2 ounces
5921	Southern Bride	grapefruit soda	3/4 ounce
5922	Southern Bride	 maraschino	1 teaspoon
5923	Southern Bride	 cubes	3
5924	Colonial or Grapefruit	gin	1 1/2 ounces
5925	Colonial or Grapefruit	grapefruit soda	1/2 ounce
5926	Colonial or Grapefruit	 maraschino	1 teaspoon
5927	Colonial or Grapefruit	 cubes	3
5928	Tom Collins	e juice	1 1/2 tablespoons
5929	Tom Collins	superfine sugar	1 1/2 teaspoons
5930	Tom Collins	gin	1 1/2 ounces (1 jigger
5931	Tom Collins	selter	
5932	Tom Collins	 slice fresh lemon	1
5933	Manhattan II	bourbon	1 1/2 ounces (1 jigger
5934	Manhattan II	vermouth	1 tablespoon
5935	Manhattan II	angostura bitters	
5936	Manhattan II	lemon twist	1
5937	Manhattan II	 cubes	
5938	Rob Roy II	scotch	1 1/2 ounces (1 jigger
5939	Rob Roy II	vermouth	1 1/2 ounces (1 jigger
5940	Rob Roy II	angostura bitters	
5941	Rob Roy II	lemon twist	1
5942	Rob Roy II	 cubes	
5943	Chelsea Sidecar	gin	1 1/2 ounces
5944	Chelsea Sidecar	triple sec	3/4 ounce
5945	Chelsea Sidecar	lemon	1 tablespoon
5946	Chelsea Sidecar	ice	1/2 cup
5947	Chappelle	 slice fresh pineapple	2
5948	Chappelle	gin	1 ounce
5949	Chappelle	vermouth	1 ounce
5950	Chappelle	lime juice	2 tablespoons
5951	Chappelle	 cubes	3
5952	Chanticleer	gin	2 to 3 ounces
5953	Chanticleer	lemon	2 tablespoons
5954	Chanticleer	raspberry syrup	1 tablespoon
5955	Chanticleer	egg white	1
5956	Chanticleer	 cubes	3
5957	Casino	gin	2 ounces
5958	Casino	 maraschino	1/2 teaspoon
5959	Casino	orange bitters	2 dashes
5960	Casino	lemon	2 dashes
5961	Casino	 cubes	3
5962	Judgette	gin	3/4 to 1 ounce
5963	Judgette	vermouth	3/4 to 1 ounce
5964	Judgette	brandy	3/4 to 1 ounce
5965	Judgette	dash lime juice	
5966	Judgette	 cubes	3
5967	Judgette	 maraschino	
5968	Grapefruit Rum Cooler	mint sprigs	4
5969	Grapefruit Rum Cooler	superfine sugar	1 tablespoon
5970	Grapefruit Rum Cooler	grapefruit soda	2/3 cup
5971	Grapefruit Rum Cooler	 fresh lime juice or to taste	1 1/2 tablespoons
5972	Grapefruit Rum Cooler	 or to taste	3 ounces light rum (6 tablespoons
5973	Grapefruit Rum Cooler	club soda	
5974	Grapefruit Rum Cooler	angostura bitters	
5975	Grapefruit Rum Cooler	garnish mint sprigs lime wedges	
5976	Cooperstown	gin	1 ounce
5977	Cooperstown	vermouth	1/2 ounce
5978	Cooperstown	vermouth	1/2 ounce
5979	Cooperstown	mint sprig	
5980	Cooperstown	 cubes	3
5981	Royal Fi	gin	2 ounces
5982	Royal Fi	lemon	2 tablespoons
5983	Royal Fi	superfine sugar	1 teaspoon
5984	Royal Fi	egg	1
5985	Royal Fi	 cubes	3
5986	Royal Fi	club soda	
5987	Elk	gin	1 ounce
5988	Elk	 prunelle	1 ounce
5989	Elk	vermouth	2 dashes
5990	Elk	 cubes	3
5991	Homestead	gin	1 1/2 ounces
5992	Homestead	vermouth	1/2 ounce
5993	Homestead	orange slice	
5994	Homestead	 cubes	3
5995	Bluebird	gin	2 to 3 ounces
5996	Bluebird	angostura bitters	4 dashes
5997	Bluebird	 curaao	4 dashes
5998	Bluebird	 cubes	3
5999	Bluebird	lemon twist	
6000	Bluebird	 maraschino	
6001	Turquoise Margarita	lime slices	6
6002	Turquoise Margarita	coarse salt	
6003	Turquoise Margarita	margarita salt	1 1/4 cups
6004	Turquoise Margarita	tequila	3/4 cup
6005	Turquoise Margarita	 blue curaao	1/4 cup
6006	Turquoise Margarita	 lime quartered	1/2
6007	Turquoise Margarita	ice	4 cups
6008	Chocolate Soldier	gin	1 1/2 ounces
6009	Chocolate Soldier	 dubonnet	3/4 ounce
6010	Chocolate Soldier	lime juice	1 tablespoon
6011	Chocolate Soldier	 cubes	3
6012	Mojito II	mint	2
6013	Mojito II	sugar	2 teaspoons
6014	Mojito II	e juice	2 tablespoons
6015	Mojito II	light rum	1 1/2 ounces (1 jigger
6016	Mojito II	club soda	
6017	Mojito II	mint sprig	
6018	Raspberry Champagne Cocktail	n raspberries	2 1/2-pint
6019	Raspberry Champagne Cocktail	sugar	2 tablespoons
6020	Raspberry Champagne Cocktail	cherry liqueur	1/2 cup plus 2 tablespoons
6021	Raspberry Champagne Cocktail	cognac	1/4 cup
6022	Raspberry Champagne Cocktail	sugar cube	8
6023	Raspberry Champagne Cocktail	 bottle wellchilled champagne	1 750-ml
6024	Raspberry Champagne Cocktail	n raspberries	
6025	Raspberry Champagne Cocktail	 strips	
6026	Parisian or Cocktail Maison	gin	3/4 to 1 ounce
6027	Parisian or Cocktail Maison	vermouth	3/4 to 1 ounce
6028	Parisian or Cocktail Maison	creme de cassis	3/4 to 1 ounce
6029	Parisian or Cocktail Maison	 cubes	3
6030	Knockout	gin	3/4 to 1 ounce
6031	Knockout	vermouth	3/4 to 1 ounce
6032	Knockout	pernod	3/4 to 1 ounce
6033	Knockout	 crme de menthe	1 teaspoon
6034	Knockout	 cubes	3
6035	Knockout	mint leaves	
6036	Brown	gin	3/4 to 1 ounce
6037	Brown	vermouth	3/4 to 1 ounce
6038	Brown	light rum	3/4 to 1 ounce
6039	Brown	dash lemon juice	
6040	Brown	 cubes	3
6041	Horses Neck III	lemon	1
6042	Horses Neck III	gin	2 jiggers (3 ounces
6043	Horses Neck III	ale	
6044	Tequila Sunrise	tequila	2/3 cup
6045	Tequila Sunrise	orange	3 cups
6046	Tequila Sunrise	 lemonade or to taste	1 tablespoon
6047	Tequila Sunrise	orange wheel garnish	6
6048	Orange and Apricot Rum Fi	orange	1-1/1 cups
6049	Orange and Apricot Rum Fi	light rum	1/2 cup
6050	Orange and Apricot Rum Fi	apricot	1/4 cup
6051	Orange and Apricot Rum Fi	lime juice	2 tablespoons
6052	Orange and Apricot Rum Fi	club soda	
6053	Orange and Apricot Rum Fi	lime slices for garnish	
6054	TwoDollar Cocktail	 cubes	
6055	TwoDollar Cocktail	 french brandy	1 1/2 ounces (1 jigger
6056	TwoDollar Cocktail	 curaao	1 1/2 ounces (1 jigger
6057	TwoDollar Cocktail	lemon twist	
6058	Watermelon Vodka Cooler	water	1/4 cup
6059	Watermelon Vodka Cooler	sugar	1/4 cup
6060	Watermelon Vodka Cooler	 chunks rindless watermelon	2 cups
6061	Watermelon Vodka Cooler	 or to taste	2 ounces
6062	Watermelon Vodka Cooler	 fresh lime juice or to taste	1/4 cup
6063	Watermelon Vodka Cooler	garnish thin slices of pear	5- to 6-inch
6064	PassionFruit Champagne Cocktail	passion fruit syrup	1 cup
6065	PassionFruit Champagne Cocktail	angostura bitters	1/2 teaspoon
6066	PassionFruit Champagne Cocktail	champagne	1 cup
6067	PassionFruit Champagne Cocktail	n raspberries	4
6068	PassionFruit Champagne Cocktail	 orange slice cut in half	1
6069	Braen Hussy	vodka	1 ounce
6070	Braen Hussy	triple sec	1 ounce
6071	Braen Hussy	lemon	1/2 ounce
6072	Leapfrog	gin	1 1/2 ounces
6073	Leapfrog	lemon	2 tablespoons
6074	Leapfrog	cracked ice	1/2 cup
6075	Leapfrog	ginger	
6076	Bootleg Fi	gin	3 ounces
6077	Bootleg Fi	superfine sugar	1 tablespoon
6078	Bootleg Fi	lemon	2 tablespoons
6079	Bootleg Fi	lime juice	1 tablespoon
6080	Bootleg Fi	egg white	1
6081	Bootleg Fi	 cubes	3
6082	Bootleg Fi	mint sprig	
6083	Bootleg Fi	club soda	
6084	Froen Daiquiri	light rum	2 ounces
6085	Froen Daiquiri	lime juice	1 1/2 tablespoons
6086	Froen Daiquiri	superfine sugar	1/2 teaspoons
6087	Froen Daiquiri	ice	1 cup
6088	Smash	superfine sugar	1 teaspoon
6089	Smash	mint	2
6090	Smash	ice	1/2 cup
6091	Smash	 liquor brandy gin vodka or whiskey	1 1/2 to 3 ounces
6092	Smash	club soda	
6093	Smash	fresh mint for garnish	
6094	Whiskey Flip	whiskey	3 ounces
6095	Whiskey Flip	 whole egg	1
6096	Whiskey Flip	superfine sugar	1 teaspoon
6097	Whiskey Flip	heavy cream	2 teaspoons
6098	Whiskey Flip	ice	1/2 cup
6099	Whiskey Flip	nutmeg	
6100	Harry Lauder	whisky	1 1/2 ounces
6101	Harry Lauder	vermouth	1 1/2 ounces
6102	Harry Lauder	sugar syrup	2 dashes
6103	Harry Lauder	 cubes	3
6104	Brandy Puff	 cubes	1
6105	Brandy Puff	brandy	1 1/2 to 3 ounces
6106	Brandy Puff	milk	1 1/2 to 3 ounces
6107	Brandy Puff	club soda	
6108	Pineapple Lemonade	 slice pineapple coarsely chopped	2
6109	Pineapple Lemonade	superfine sugar	1 teaspoon
6110	Pineapple Lemonade	brandy	1 1/2 ounces
6111	Pineapple Lemonade	dash raspberry syrup	
6112	Pineapple Lemonade	ice	1/2 cup
6113	Pineapple Lemonade	club soda	
6114	Pineapple Lemonade	lemon twist	
6115	Pineapple Lemonade	pineapple	
6116	Pineapple Mist	pineapple	2 ounces
6117	Pineapple Mist	ice	2 ounces
6118	Pineapple Mist	light rum	1 1/2 ounces
6119	Pineapple Mist	 maraschino	
6120	Eclipse	maraschino cherry or ripe olive	
6121	Eclipse	 grenadine approx	1/2 ounce
6122	Eclipse	sloe gin	1 1/2 to 2 ounces
6123	Eclipse	gin	3/4 to 1 ounce
6124	Eclipse	 cubes	3
6125	Eclipse	orange twist	
6126	Summer Bourbon	bourbon	1 1/2 ounces
6127	Summer Bourbon	orange	3 ounces
6128	Summer Bourbon	pinch salt	
6129	Summer Bourbon	ice	1/2 cup
6130	Pineapple Daiquiri	light rum	1 1/2 ounces
6131	Pineapple Daiquiri	pineapple	3/4 ounce
6132	Pineapple Daiquiri	 lime or lemon juice	1/2 teaspoon
6133	Pineapple Daiquiri	 cubes	3
6134	Mango Daiquiri	light rum	2 ounces
6135	Mango Daiquiri	 curaao	1 ounce
6136	Mango Daiquiri	 mango puree	1/2 cup
6137	Mango Daiquiri	lime juice	2 tablespoons
6138	Mango Daiquiri	superfine sugar	1 tablespoon
6139	Mango Daiquiri	ice	1 cup
6140	Ethel Duffy	apricot	3/4 ounce
6141	Ethel Duffy	 crme de menthe	3/4 ounce
6142	Ethel Duffy	 curaao	3/4 ounce
6143	Ethel Duffy	 cubes	3
6144	Manhattan Cooler I	 claret	4 ounces
6145	Manhattan Cooler I	rum	3 dashes
6146	Manhattan Cooler I	lemon	2 tablespoons
6147	Manhattan Cooler I	superfine sugar	1 or 2 teaspoons
6148	Manhattan Cooler I	 cubes	3
6149	Manhattan Cooler I	mint for garnish	
6150	MarTeaNi	water	4 cups
6151	MarTeaNi	 red zinger tea bags or other hibiscusflavored tea	3
6152	MarTeaNi	sugar	1/2 cup
6153	MarTeaNi	gin	3 cups
6154	MarTeaNi	vermouth	2 1/2 teaspoons
6155	MarTeaNi	 cubes	12
6156	MarTeaNi	 mango slices	12
6157	Honolulu	gin	3/4 ounce
6158	Honolulu	 bndictine	3/4 ounce
6159	Honolulu	maraschino liqueur	3/4 ounce
6160	Honolulu	 cubes	3
6161	Brandy Blaer No	 lump sugar	1
6162	Brandy Blaer No	orange twist	1
6163	Brandy Blaer No	lemon twist	1
6164	Brandy Blaer No	brandy	2 to 3 ounces
6165	After Supper	apricot	1 1/2 ounces
6166	After Supper	 curaao	1 1/2 ounces
6167	After Supper	lemon	3 tablespoons
6168	After Supper	 cubes	3
6169	Pope	 large orange	1
6170	Pope	 cloves approx	20
6171	Pope	 sugar brown if you prefer	2 tablespoons
6172	Pope	 burgundy wine	1
6173	Pope	brandy	6 ounces
6174	Blarney Stone	whiskey	1 1/2 to 2 ounces
6175	Blarney Stone	pernod	1/2 teaspoon
6176	Blarney Stone	 curaao	1/2 teaspoon
6177	Blarney Stone	 maraschino	1/2 teaspoon
6178	Blarney Stone	angostura bitters	
6179	Blarney Stone	ice	1/2 cup
6180	Blarney Stone	orange twist	
6181	Blarney Stone	olive optional	
6182	Eddie Brown	gin	1 1/2 ounces
6183	Eddie Brown	 lillet	1/2 ounce
6184	Eddie Brown	apricot	2 dashes
6185	Eddie Brown	 cubes	3
6186	Eddie Brown	lemon twist	
6187	Hasty	gin	1 1/2 ounces
6188	Hasty	vermouth	1/2 ounce
6189	Hasty	pernod	
6190	Hasty	grenadine	1/4 teaspoon
6191	Hasty	 cubes	3
6192	Camerons Kick	scotch	3/4 ounce
6193	Camerons Kick	whiskey	3/4 ounce
6194	Camerons Kick	lemon	1/2 tablespoon
6195	Camerons Kick	orange bitters	1/2 tablespoon orgeat syrup (or 2 dashes
6196	Camerons Kick	 cubes	3
6197	FareTheeWell	gin	1 1/2 ounces
6198	FareTheeWell	vermouth	1/2 ounce
6199	FareTheeWell	vermouth	2 dashes
6200	FareTheeWell	 curaao	1/2 teaspoon
6201	FareTheeWell	 cubes	3
6202	Baron	gin	1 1/2 ounces
6203	Baron	vermouth	1/2 ounce
6204	Baron	vermouth	2 dashes
6205	Baron	 curaao	6 dashes
6206	Baron	 cubes	3
6207	Baron	lemon peel	
6208	Orange Blossom or Golden Gate	gin	1 1/2 ounces
6209	Orange Blossom or Golden Gate	orange	2 tablespoons
6210	Orange Blossom or Golden Gate	pinch superfine sugar optional	
6211	Orange Blossom or Golden Gate	 cubes	3
6212	Brandy Alexander I	brandy	3/4 ounce
6213	Brandy Alexander I	creme de cacao	3/4 ounce
6214	Brandy Alexander I	heavy cream	3/4 ounces
6215	Brandy Alexander I	angostura bitters	2 dashes
6216	Brandy Alexander I	 cubes	3
6217	Zombie	 proof rum	3/4 ounces
6218	Zombie	 proof rum	1 1/2 ounces
6219	Zombie	 proof rum	3/4 ounces
6220	Zombie	pineapple	3/4 ounces
6221	Zombie	 papaya juice	3/4 ounces
6222	Zombie	lime juice	3 tablespoons
6223	Zombie	superfine sugar	1 teaspoon
6224	Zombie	 cubes	3
6225	Zombie	pineapple	
6226	Zombie	 maraschino	
6227	Zombie	 proof rum	1 tablespoon
6228	Zombie	superfine sugar	
6229	Iced Irish Coffee	 hot brewed coffee	1 cup
6230	Iced Irish Coffee	superfine sugar	1 teaspoon
6231	Iced Irish Coffee	whipped cream	2 tablespoons
6232	Iced Irish Coffee	whiskey	2 ounces
6233	Tuxedo	gin	1 to 1 1/2 ounces
6234	Tuxedo	vermouth	1 to 1 1/2 ounces
6235	Tuxedo	pernod	2 dashes
6236	Tuxedo	 cubes	3
6237	Tuxedo	lemon twist	
6238	Tuxedo	 maraschino	
6239	Tuxedo	orange bitters	2 dashes
6240	Tuxedo	 maraschino	
6241	Deep Sea	gin	1 to 1 1/2 ounces
6242	Deep Sea	vermouth	1 to 1 1/2 ounces
6243	Deep Sea	pernod	2 dashes
6244	Deep Sea	superfine sugar	1/4 teaspoon
6245	Deep Sea	 cubes	3
6246	Deep Sea	lemon twist	
6247	Deep Sea	orange bitters	
6248	Deep Sea	olive	
6249	Irish	pernod	1/2 teaspoon
6250	Irish	 curaao	1/2 teaspoon
6251	Irish	 maraschino	1/2 teaspoon
6252	Irish	angostura bitters	
6253	Irish	 cubes	3
6254	Irish	orange twist	
6255	Third Rail II or Sledgehammer	brandy	3/4 ounces
6256	Third Rail II or Sledgehammer	 calvados or applejack	3/4 ounces
6257	Third Rail II or Sledgehammer	light rum	3/4 ounces
6258	Third Rail II or Sledgehammer	pernod	
6259	Third Rail II or Sledgehammer	 cubes	3
6260	Red or White Wine Cooler	superfine sugar	2 teaspoons
6261	Red or White Wine Cooler	soda water	1 teaspoon
6262	Red or White Wine Cooler	orange	1 tablespoon
6263	Red or White Wine Cooler	 cubes	3
6264	Red or White Wine Cooler	 dry white wine	
